pattern,model,condition,n_hit,n_total,rate
顺便,gpt-5-chat-latest,A_empty,3,483,0.0062
顺便,gpt-5-chat-latest,B_listener,2,483,0.0041
顺便,gpt-5-chat-latest,C_poster,2,483,0.0041
顺便,gpt-5.3-chat,A_empty,5,483,0.0104
顺便,gpt-5.3-chat,B_listener,9,483,0.0186
顺便,gpt-5.3-chat,C_poster,7,483,0.0145
顺便,gpt-5.4,A_empty,6,483,0.0124
顺便,gpt-5.4,B_listener,10,483,0.0207
顺便,gpt-5.4,C_poster,6,483,0.0124
顺便,claude-opus-4-6,A_empty,0,483,0.0000
顺便,claude-opus-4-6,B_listener,1,483,0.0021
顺便,claude-opus-4-6,C_poster,2,483,0.0041
顺便,claude-opus-4-7,A_empty,0,483,0.0000
顺便,claude-opus-4-7,B_listener,5,483,0.0104
顺便,claude-opus-4-7,C_poster,0,483,0.0000
我想让你,gpt-4o-2024-11-20,A_empty,1,483,0.0021
我想让你,gpt-4o-2024-11-20,B_listener,1,483,0.0021
我想让你,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我想让你,gpt-5-chat-latest,A_empty,0,483,0.0000
我想让你,gpt-5-chat-latest,B_listener,0,483,0.0000
我想让你,gpt-5-chat-latest,C_poster,0,483,0.0000
我想让你,gpt-5.3-chat,A_empty,0,483,0.0000
我想让你,gpt-5.3-chat,B_listener,0,483,0.0000
我想让你,gpt-5.3-chat,C_poster,0,483,0.0000
我想让你,gpt-5.4,A_empty,0,483,0.0000
我想让你,gpt-5.4,B_listener,0,483,0.0000
我想让你,gpt-5.4,C_poster,0,483,0.0000
我想让你,claude-opus-4-6,A_empty,1,483,0.0021
我想让你,claude-opus-4-6,B_listener,6,483,0.0124
我想让你,claude-opus-4-6,C_poster,4,483,0.0083
我想让你,claude-opus-4-7,A_empty,0,483,0.0000
我想让你,claude-opus-4-7,B_listener,0,483,0.0000
我想让你,claude-opus-4-7,C_poster,0,483,0.0000
编一个,gpt-4o-2024-11-20,A_empty,0,483,0.0000
编一个,gpt-4o-2024-11-20,B_listener,1,483,0.0021
编一个,gpt-4o-2024-11-20,C_poster,0,483,0.0000
编一个,gpt-5-chat-latest,A_empty,1,483,0.0021
编一个,gpt-5-chat-latest,B_listener,0,483,0.0000
编一个,gpt-5-chat-latest,C_poster,0,483,0.0000
编一个,gpt-5.3-chat,A_empty,0,483,0.0000
编一个,gpt-5.3-chat,B_listener,0,483,0.0000
编一个,gpt-5.3-chat,C_poster,0,483,0.0000
编一个,gpt-5.4,A_empty,0,483,0.0000
编一个,gpt-5.4,B_listener,1,483,0.0021
编一个,gpt-5.4,C_poster,0,483,0.0000
编一个,claude-opus-4-6,A_empty,0,483,0.0000
编一个,claude-opus-4-6,B_listener,0,483,0.0000
编一个,claude-opus-4-6,C_poster,0,483,0.0000
编一个,claude-opus-4-7,A_empty,0,483,0.0000
编一个,claude-opus-4-7,B_listener,0,483,0.0000
编一个,claude-opus-4-7,C_poster,0,483,0.0000
我不想,gpt-4o-2024-11-20,A_empty,5,483,0.0104
我不想,gpt-4o-2024-11-20,B_listener,3,483,0.0062
我不想,gpt-4o-2024-11-20,C_poster,2,483,0.0041
我不想,gpt-5-chat-latest,A_empty,2,483,0.0041
我不想,gpt-5-chat-latest,B_listener,3,483,0.0062
我不想,gpt-5-chat-latest,C_poster,6,483,0.0124
我不想,gpt-5.3-chat,A_empty,2,483,0.0041
我不想,gpt-5.3-chat,B_listener,3,483,0.0062
我不想,gpt-5.3-chat,C_poster,5,483,0.0104
我不想,gpt-5.4,A_empty,7,483,0.0145
我不想,gpt-5.4,B_listener,15,483,0.0311
我不想,gpt-5.4,C_poster,16,483,0.0331
我不想,claude-opus-4-6,A_empty,8,483,0.0166
我不想,claude-opus-4-6,B_listener,7,483,0.0145
我不想,claude-opus-4-6,C_poster,11,483,0.0228
我不想,claude-opus-4-7,A_empty,4,483,0.0083
我不想,claude-opus-4-7,B_listener,4,483,0.0083
我不想,claude-opus-4-7,C_poster,4,483,0.0083
诚实,gpt-4o-2024-11-20,A_empty,4,483,0.0083
诚实,gpt-4o-2024-11-20,B_listener,5,483,0.0104
诚实,gpt-4o-2024-11-20,C_poster,3,483,0.0062
诚实,gpt-5-chat-latest,A_empty,5,483,0.0104
诚实,gpt-5-chat-latest,B_listener,5,483,0.0104
诚实,gpt-5-chat-latest,C_poster,4,483,0.0083
诚实,gpt-5.3-chat,A_empty,2,483,0.0041
诚实,gpt-5.3-chat,B_listener,2,483,0.0041
诚实,gpt-5.3-chat,C_poster,7,483,0.0145
诚实,gpt-5.4,A_empty,11,483,0.0228
诚实,gpt-5.4,B_listener,6,483,0.0124
诚实,gpt-5.4,C_poster,22,483,0.0455
诚实,claude-opus-4-6,A_empty,8,483,0.0166
诚实,claude-opus-4-6,B_listener,17,483,0.0352
诚实,claude-opus-4-6,C_poster,22,483,0.0455
诚实,claude-opus-4-7,A_empty,2,483,0.0041
诚实,claude-opus-4-7,B_listener,4,483,0.0083
诚实,claude-opus-4-7,C_poster,6,483,0.0124
这是我目前,gpt-4o-2024-11-20,A_empty,0,483,0.0000
这是我目前,gpt-4o-2024-11-20,B_listener,0,483,0.0000
这是我目前,gpt-4o-2024-11-20,C_poster,0,483,0.0000
这是我目前,gpt-5-chat-latest,A_empty,0,483,0.0000
这是我目前,gpt-5-chat-latest,B_listener,0,483,0.0000
这是我目前,gpt-5-chat-latest,C_poster,0,483,0.0000
这是我目前,gpt-5.3-chat,A_empty,0,483,0.0000
这是我目前,gpt-5.3-chat,B_listener,0,483,0.0000
这是我目前,gpt-5.3-chat,C_poster,0,483,0.0000
这是我目前,gpt-5.4,A_empty,0,483,0.0000
这是我目前,gpt-5.4,B_listener,0,483,0.0000
这是我目前,gpt-5.4,C_poster,0,483,0.0000
这是我目前,claude-opus-4-6,A_empty,0,483,0.0000
这是我目前,claude-opus-4-6,B_listener,0,483,0.0000
这是我目前,claude-opus-4-6,C_poster,0,483,0.0000
这是我目前,claude-opus-4-7,A_empty,0,483,0.0000
这是我目前,claude-opus-4-7,B_listener,0,483,0.0000
这是我目前,claude-opus-4-7,C_poster,0,483,0.0000
清楚,gpt-4o-2024-11-20,A_empty,29,483,0.0600
清楚,gpt-4o-2024-11-20,B_listener,7,483,0.0145
清楚,gpt-4o-2024-11-20,C_poster,14,483,0.0290
清楚,gpt-5-chat-latest,A_empty,10,483,0.0207
清楚,gpt-5-chat-latest,B_listener,13,483,0.0269
清楚,gpt-5-chat-latest,C_poster,10,483,0.0207
清楚,gpt-5.3-chat,A_empty,19,483,0.0393
清楚,gpt-5.3-chat,B_listener,35,483,0.0725
清楚,gpt-5.3-chat,C_poster,31,483,0.0642
清楚,gpt-5.4,A_empty,47,483,0.0973
清楚,gpt-5.4,B_listener,49,483,0.1014
清楚,gpt-5.4,C_poster,68,483,0.1408
清楚,claude-opus-4-6,A_empty,17,483,0.0352
清楚,claude-opus-4-6,B_listener,11,483,0.0228
清楚,claude-opus-4-6,C_poster,28,483,0.0580
清楚,claude-opus-4-7,A_empty,27,483,0.0559
清楚,claude-opus-4-7,B_listener,25,483,0.0518
清楚,claude-opus-4-7,C_poster,27,483,0.0559
干净的,gpt-4o-2024-11-20,A_empty,3,483,0.0062
干净的,gpt-4o-2024-11-20,B_listener,2,483,0.0041
干净的,gpt-4o-2024-11-20,C_poster,3,483,0.0062
干净的,gpt-5-chat-latest,A_empty,1,483,0.0021
干净的,gpt-5-chat-latest,B_listener,0,483,0.0000
干净的,gpt-5-chat-latest,C_poster,0,483,0.0000
干净的,gpt-5.3-chat,A_empty,0,483,0.0000
干净的,gpt-5.3-chat,B_listener,0,483,0.0000
干净的,gpt-5.3-chat,C_poster,4,483,0.0083
干净的,gpt-5.4,A_empty,2,483,0.0041
干净的,gpt-5.4,B_listener,2,483,0.0041
干净的,gpt-5.4,C_poster,2,483,0.0041
干净的,claude-opus-4-6,A_empty,0,483,0.0000
干净的,claude-opus-4-6,B_listener,4,483,0.0083
干净的,claude-opus-4-6,C_poster,2,483,0.0041
干净的,claude-opus-4-7,A_empty,2,483,0.0041
干净的,claude-opus-4-7,B_listener,2,483,0.0041
干净的,claude-opus-4-7,C_poster,2,483,0.0041
这让我_emotion,gpt-4o-2024-11-20,A_empty,15,483,0.0311
这让我_emotion,gpt-4o-2024-11-20,B_listener,7,483,0.0145
这让我_emotion,gpt-4o-2024-11-20,C_poster,2,483,0.0041
这让我_emotion,gpt-5-chat-latest,A_empty,3,483,0.0062
这让我_emotion,gpt-5-chat-latest,B_listener,2,483,0.0041
这让我_emotion,gpt-5-chat-latest,C_poster,5,483,0.0104
这让我_emotion,gpt-5.3-chat,A_empty,2,483,0.0041
这让我_emotion,gpt-5.3-chat,B_listener,2,483,0.0041
这让我_emotion,gpt-5.3-chat,C_poster,1,483,0.0021
这让我_emotion,gpt-5.4,A_empty,4,483,0.0083
这让我_emotion,gpt-5.4,B_listener,6,483,0.0124
这让我_emotion,gpt-5.4,C_poster,7,483,0.0145
这让我_emotion,claude-opus-4-6,A_empty,0,483,0.0000
这让我_emotion,claude-opus-4-6,B_listener,0,483,0.0000
这让我_emotion,claude-opus-4-6,C_poster,1,483,0.0021
这让我_emotion,claude-opus-4-7,A_empty,1,483,0.0021
这让我_emotion,claude-opus-4-7,B_listener,2,483,0.0041
这让我_emotion,claude-opus-4-7,C_poster,0,483,0.0000
我不找接口,gpt-4o-2024-11-20,A_empty,0,483,0.0000
我不找接口,gpt-4o-2024-11-20,B_listener,0,483,0.0000
我不找接口,gpt-4o-2024-11-20,C_poster,0,483,0.0000
我不找接口,gpt-5-chat-latest,A_empty,0,483,0.0000
我不找接口,gpt-5-chat-latest,B_listener,0,483,0.0000
我不找接口,gpt-5-chat-latest,C_poster,0,483,0.0000
我不找接口,gpt-5.3-chat,A_empty,0,483,0.0000
我不找接口,gpt-5.3-chat,B_listener,0,483,0.0000
我不找接口,gpt-5.3-chat,C_poster,0,483,0.0000
我不找接口,gpt-5.4,A_empty,0,483,0.0000
我不找接口,gpt-5.4,B_listener,0,483,0.0000
我不找接口,gpt-5.4,C_poster,0,483,0.0000
我不找接口,claude-opus-4-6,A_empty,0,483,0.0000
我不找接口,claude-opus-4-6,B_listener,0,483,0.0000
我不找接口,claude-opus-4-6,C_poster,0,483,0.0000
我不找接口,claude-opus-4-7,A_empty,0,483,0.0000
我不找接口,claude-opus-4-7,B_listener,0,483,0.0000
我不找接口,claude-opus-4-7,C_poster,0,483,0.0000
至少有,gpt-4o-2024-11-20,A_empty,0,483,0.0000
至少有,gpt-4o-2024-11-20,B_listener,0,483,0.0000
至少有,gpt-4o-2024-11-20,C_poster,0,483,0.0000
至少有,gpt-5-chat-latest,A_empty,0,483,0.0000
至少有,gpt-5-chat-latest,B_listener,1,483,0.0021
至少有,gpt-5-chat-latest,C_poster,1,483,0.0021
至少有,gpt-5.3-chat,A_empty,0,483,0.0000
至少有,gpt-5.3-chat,B_listener,0,483,0.0000
至少有,gpt-5.3-chat,C_poster,0,483,0.0000
至少有,gpt-5.4,A_empty,3,483,0.0062
至少有,gpt-5.4,B_listener,2,483,0.0041
至少有,gpt-5.4,C_poster,2,483,0.0041
至少有,claude-opus-4-6,A_empty,0,483,0.0000
至少有,claude-opus-4-6,B_listener,1,483,0.0021
至少有,claude-opus-4-6,C_poster,0,483,0.0000
至少有,claude-opus-4-7,A_empty,1,483,0.0021
至少有,claude-opus-4-7,B_listener,0,483,0.0000
至少有,claude-opus-4-7,C_poster,0,483,0.0000
能直接抄,gpt-4o-2024-11-20,A_empty,0,483,0.0000
能直接抄,gpt-4o-2024-11-20,B_listener,0,483,0.0000
能直接抄,gpt-4o-2024-11-20,C_poster,0,483,0.0000
能直接抄,gpt-5-chat-latest,A_empty,0,483,0.0000
能直接抄,gpt-5-chat-latest,B_listener,0,483,0.0000
能直接抄,gpt-5-chat-latest,C_poster,0,483,0.0000
能直接抄,gpt-5.3-chat,A_empty,0,483,0.0000
能直接抄,gpt-5.3-chat,B_listener,0,483,0.0000
能直接抄,gpt-5.3-chat,C_poster,0,483,0.0000
能直接抄,gpt-5.4,A_empty,0,483,0.0000
能直接抄,gpt-5.4,B_listener,0,483,0.0000
能直接抄,gpt-5.4,C_poster,0,483,0.0000
能直接抄,claude-opus-4-6,A_empty,0,483,0.0000
能直接抄,claude-opus-4-6,B_listener,0,483,0.0000
能直接抄,claude-opus-4-6,C_poster,0,483,0.0000
能直接抄,claude-opus-4-7,A_empty,0,483,0.0000
能直接抄,claude-opus-4-7,B_listener,0,483,0.0000
能直接抄,claude-opus-4-7,C_poster,0,483,0.0000
精准察觉,gpt-4o-2024-11-20,A_empty,0,483,0.0000
精准察觉,gpt-4o-2024-11-20,B_listener,0,483,0.0000
精准察觉,gpt-4o-2024-11-20,C_poster,0,483,0.0000
精准察觉,gpt-5-chat-latest,A_empty,0,483,0.0000
精准察觉,gpt-5-chat-latest,B_listener,0,483,0.0000
精准察觉,gpt-5-chat-latest,C_poster,0,483,0.0000
精准察觉,gpt-5.3-chat,A_empty,0,483,0.0000
精准察觉,gpt-5.3-chat,B_listener,0,483,0.0000
精准察觉,gpt-5.3-chat,C_poster,0,483,0.0000
精准察觉,gpt-5.4,A_empty,0,483,0.0000
精准察觉,gpt-5.4,B_listener,0,483,0.0000
精准察觉,gpt-5.4,C_poster,0,483,0.0000
精准察觉,claude-opus-4-6,A_empty,0,483,0.0000
精准察觉,claude-opus-4-6,B_listener,0,483,0.0000
精准察觉,claude-opus-4-6,C_poster,0,483,0.0000
精准察觉,claude-opus-4-7,A_empty,0,483,0.0000
精准察觉,claude-opus-4-7,B_listener,0,483,0.0000
精准察觉,claude-opus-4-7,C_poster,0,483,0.0000
要不(独立),gpt-4o-2024-11-20,A_empty,0,483,0.0000
要不(独立),gpt-4o-2024-11-20,B_listener,1,483,0.0021
要不(独立),gpt-4o-2024-11-20,C_poster,1,483,0.0021
要不(独立),gpt-5-chat-latest,A_empty,1,483,0.0021
要不(独立),gpt-5-chat-latest,B_listener,0,483,0.0000
要不(独立),gpt-5-chat-latest,C_poster,1,483,0.0021
要不(独立),gpt-5.3-chat,A_empty,0,483,0.0000
要不(独立),gpt-5.3-chat,B_listener,0,483,0.0000
要不(独立),gpt-5.3-chat,C_poster,0,483,0.0000
要不(独立),gpt-5.4,A_empty,0,483,0.0000
要不(独立),gpt-5.4,B_listener,0,483,0.0000
要不(独立),gpt-5.4,C_poster,0,483,0.0000
要不(独立),claude-opus-4-6,A_empty,0,483,0.0000
要不(独立),claude-opus-4-6,B_listener,0,483,0.0000
要不(独立),claude-opus-4-6,C_poster,0,483,0.0000
要不(独立),claude-opus-4-7,A_empty,0,483,0.0000
要不(独立),claude-opus-4-7,B_listener,0,483,0.0000
要不(独立),claude-opus-4-7,C_poster,0,483,0.0000
刀,gpt-4o-2024-11-20,A_empty,1,483,0.0021
刀,gpt-4o-2024-11-20,B_listener,1,483,0.0021
刀,gpt-4o-2024-11-20,C_poster,1,483,0.0021
刀,gpt-5-chat-latest,A_empty,0,483,0.0000
刀,gpt-5-chat-latest,B_listener,0,483,0.0000
刀,gpt-5-chat-latest,C_poster,0,483,0.0000
刀,gpt-5.3-chat,A_empty,1,483,0.0021
刀,gpt-5.3-chat,B_listener,0,483,0.0000
刀,gpt-5.3-chat,C_poster,2,483,0.0041
刀,gpt-5.4,A_empty,3,483,0.0062
刀,gpt-5.4,B_listener,1,483,0.0021
刀,gpt-5.4,C_poster,10,483,0.0207
刀,claude-opus-4-6,A_empty,3,483,0.0062
刀,claude-opus-4-6,B_listener,1,483,0.0021
刀,claude-opus-4-6,C_poster,3,483,0.0062
刀,claude-opus-4-7,A_empty,2,483,0.0041
刀,claude-opus-4-7,B_listener,2,483,0.0041
刀,claude-opus-4-7,C_poster,0,483,0.0000
加粗,gpt-4o-2024-11-20,A_empty,330,483,0.6832
加粗,gpt-4o-2024-11-20,B_listener,153,483,0.3168
加粗,gpt-4o-2024-11-20,C_poster,87,483,0.1801
加粗,gpt-5-chat-latest,A_empty,344,483,0.7122
加粗,gpt-5-chat-latest,B_listener,232,483,0.4803
加粗,gpt-5-chat-latest,C_poster,196,483,0.4058
加粗,gpt-5.3-chat,A_empty,177,483,0.3665
加粗,gpt-5.3-chat,B_listener,156,483,0.3230
加粗,gpt-5.3-chat,C_poster,318,483,0.6584
加粗,gpt-5.4,A_empty,395,483,0.8178
加粗,gpt-5.4,B_listener,397,483,0.8219
加粗,gpt-5.4,C_poster,444,483,0.9193
加粗,claude-opus-4-6,A_empty,428,483,0.8861
加粗,claude-opus-4-6,B_listener,357,483,0.7391
加粗,claude-opus-4-6,C_poster,422,483,0.8737
加粗,claude-opus-4-7,A_empty,249,483,0.5155
加粗,claude-opus-4-7,B_listener,216,483,0.4472
加粗,claude-opus-4-7,C_poster,228,483,0.4720
问号收尾,gpt-4o-2024-11-20,A_empty,112,483,0.2319
问号收尾,gpt-4o-2024-11-20,B_listener,112,483,0.2319
问号收尾,gpt-4o-2024-11-20,C_poster,86,483,0.1781
问号收尾,gpt-5-chat-latest,A_empty,230,483,0.4762
问号收尾,gpt-5-chat-latest,B_listener,215,483,0.4451
问号收尾,gpt-5-chat-latest,C_poster,131,483,0.2712
问号收尾,gpt-5.3-chat,A_empty,107,483,0.2215
问号收尾,gpt-5.3-chat,B_listener,121,483,0.2505
问号收尾,gpt-5.3-chat,C_poster,165,483,0.3416
问号收尾,gpt-5.4,A_empty,186,483,0.3851
问号收尾,gpt-5.4,B_listener,225,483,0.4658
问号收尾,gpt-5.4,C_poster,237,483,0.4907
问号收尾,claude-opus-4-6,A_empty,239,483,0.4948
问号收尾,claude-opus-4-6,B_listener,253,483,0.5238
问号收尾,claude-opus-4-6,C_poster,260,483,0.5383
问号收尾,claude-opus-4-7,A_empty,266,483,0.5507
问号收尾,claude-opus-4-7,B_listener,319,483,0.6605
问号收尾,claude-opus-4-7,C_poster,281,483,0.5818
感叹句,gpt-4o-2024-11-20,A_empty,203,483,0.4203
感叹句,gpt-4o-2024-11-20,B_listener,139,483,0.2878
感叹句,gpt-4o-2024-11-20,C_poster,74,483,0.1532
感叹句,gpt-5-chat-latest,A_empty,40,483,0.0828
感叹句,gpt-5-chat-latest,B_listener,26,483,0.0538
感叹句,gpt-5-chat-latest,C_poster,7,483,0.0145
感叹句,gpt-5.3-chat,A_empty,12,483,0.0248
感叹句,gpt-5.3-chat,B_listener,10,483,0.0207
感叹句,gpt-5.3-chat,C_poster,12,483,0.0248
感叹句,gpt-5.4,A_empty,25,483,0.0518
感叹句,gpt-5.4,B_listener,20,483,0.0414
感叹句,gpt-5.4,C_poster,18,483,0.0373
感叹句,claude-opus-4-6,A_empty,85,483,0.1760
感叹句,claude-opus-4-6,B_listener,70,483,0.1449
感叹句,claude-opus-4-6,C_poster,41,483,0.0849
感叹句,claude-opus-4-7,A_empty,52,483,0.1077
感叹句,claude-opus-4-7,B_listener,22,483,0.0455
感叹句,claude-opus-4-7,C_poster,23,483,0.0476
破折号,gpt-4o-2024-11-20,A_empty,62,483,0.1284
破折号,gpt-4o-2024-11-20,B_listener,42,483,0.0870
破折号,gpt-4o-2024-11-20,C_poster,59,483,0.1222
破折号,gpt-5-chat-latest,A_empty,200,483,0.4141
破折号,gpt-5-chat-latest,B_listener,227,483,0.4700
破折号,gpt-5-chat-latest,C_poster,345,483,0.7143
破折号,gpt-5.3-chat,A_empty,60,483,0.1242
破折号,gpt-5.3-chat,B_listener,63,483,0.1304
破折号,gpt-5.3-chat,C_poster,247,483,0.5114
破折号,gpt-5.4,A_empty,40,483,0.0828
破折号,gpt-5.4,B_listener,85,483,0.1760
破折号,gpt-5.4,C_poster,182,483,0.3768
破折号,claude-opus-4-6,A_empty,233,483,0.4824
破折号,claude-opus-4-6,B_listener,308,483,0.6377
破折号,claude-opus-4-6,C_poster,399,483,0.8261
破折号,claude-opus-4-7,A_empty,272,483,0.5631
破折号,claude-opus-4-7,B_listener,323,483,0.6687
破折号,claude-opus-4-7,C_poster,356,483,0.7371
emoji_heart,gpt-4o-2024-11-20,A_empty,46,483,0.0952
emoji_heart,gpt-4o-2024-11-20,B_listener,52,483,0.1077
emoji_heart,gpt-4o-2024-11-20,C_poster,19,483,0.0393
emoji_heart,gpt-5-chat-latest,A_empty,24,483,0.0497
emoji_heart,gpt-5-chat-latest,B_listener,33,483,0.0683
emoji_heart,gpt-5-chat-latest,C_poster,39,483,0.0807
emoji_heart,gpt-5.3-chat,A_empty,4,483,0.0083
emoji_heart,gpt-5.3-chat,B_listener,0,483,0.0000
emoji_heart,gpt-5.3-chat,C_poster,4,483,0.0083
emoji_heart,gpt-5.4,A_empty,0,483,0.0000
emoji_heart,gpt-5.4,B_listener,0,483,0.0000
emoji_heart,gpt-5.4,C_poster,0,483,0.0000
emoji_heart,claude-opus-4-6,A_empty,70,483,0.1449
emoji_heart,claude-opus-4-6,B_listener,81,483,0.1677
emoji_heart,claude-opus-4-6,C_poster,79,483,0.1636
emoji_heart,claude-opus-4-7,A_empty,22,483,0.0455
emoji_heart,claude-opus-4-7,B_listener,36,483,0.0745
emoji_heart,claude-opus-4-7,C_poster,31,483,0.0642
emoji_any,gpt-4o-2024-11-20,A_empty,141,483,0.2919
emoji_any,gpt-4o-2024-11-20,B_listener,143,483,0.2961
emoji_any,gpt-4o-2024-11-20,C_poster,44,483,0.0911
emoji_any,gpt-5-chat-latest,A_empty,83,483,0.1718
emoji_any,gpt-5-chat-latest,B_listener,84,483,0.1739
emoji_any,gpt-5-chat-latest,C_poster,91,483,0.1884
emoji_any,gpt-5.3-chat,A_empty,4,483,0.0083
emoji_any,gpt-5.3-chat,B_listener,4,483,0.0083
emoji_any,gpt-5.3-chat,C_poster,4,483,0.0083
emoji_any,gpt-5.4,A_empty,1,483,0.0021
emoji_any,gpt-5.4,B_listener,3,483,0.0062
emoji_any,gpt-5.4,C_poster,1,483,0.0021
emoji_any,claude-opus-4-6,A_empty,229,483,0.4741
emoji_any,claude-opus-4-6,B_listener,301,483,0.6232
emoji_any,claude-opus-4-6,C_poster,193,483,0.3996
emoji_any,claude-opus-4-7,A_empty,104,483,0.2153
emoji_any,claude-opus-4-7,B_listener,134,483,0.2774
emoji_any,claude-opus-4-7,C_poster,73,483,0.1511
帮你,gpt-4o-2024-11-20,A_empty,45,483,0.0932
帮你,gpt-4o-2024-11-20,B_listener,47,483,0.0973
帮你,gpt-4o-2024-11-20,C_poster,30,483,0.0621
帮你,gpt-5-chat-latest,A_empty,284,483,0.5880
帮你,gpt-5-chat-latest,B_listener,210,483,0.4348
帮你,gpt-5-chat-latest,C_poster,124,483,0.2567
帮你,gpt-5.3-chat,A_empty,140,483,0.2899
帮你,gpt-5.3-chat,B_listener,121,483,0.2505
帮你,gpt-5.3-chat,C_poster,98,483,0.2029
帮你,gpt-5.4,A_empty,194,483,0.4017
帮你,gpt-5.4,B_listener,205,483,0.4244
帮你,gpt-5.4,C_poster,233,483,0.4824
帮你,claude-opus-4-6,A_empty,88,483,0.1822
帮你,claude-opus-4-6,B_listener,101,483,0.2091
帮你,claude-opus-4-6,C_poster,104,483,0.2153
帮你,claude-opus-4-7,A_empty,103,483,0.2133
帮你,claude-opus-4-7,B_listener,127,483,0.2629
帮你,claude-opus-4-7,C_poster,104,483,0.2153
一下,gpt-4o-2024-11-20,A_empty,90,483,0.1863
一下,gpt-4o-2024-11-20,B_listener,96,483,0.1988
一下,gpt-4o-2024-11-20,C_poster,52,483,0.1077
一下,gpt-5-chat-latest,A_empty,117,483,0.2422
一下,gpt-5-chat-latest,B_listener,114,483,0.2360
一下,gpt-5-chat-latest,C_poster,67,483,0.1387
一下,gpt-5.3-chat,A_empty,115,483,0.2381
一下,gpt-5.3-chat,B_listener,111,483,0.2298
一下,gpt-5.3-chat,C_poster,107,483,0.2215
一下,gpt-5.4,A_empty,138,483,0.2857
一下,gpt-5.4,B_listener,154,483,0.3188
一下,gpt-5.4,C_poster,183,483,0.3789
一下,claude-opus-4-6,A_empty,106,483,0.2195
一下,claude-opus-4-6,B_listener,84,483,0.1739
一下,claude-opus-4-6,C_poster,76,483,0.1573
一下,claude-opus-4-7,A_empty,85,483,0.1760
一下,claude-opus-4-7,B_listener,120,483,0.2484
一下,claude-opus-4-7,C_poster,74,483,0.1532
